Accepted Symbol,Synonym Symbol,Scientific Name,Common Name,growth_habit,genus_name,species_name,smp_name
ACNO2,NA,Aconitum noveboracense A. Gray ex Coville,northern blue monkshood,Forb/herb,Aconitum,noveboracense,Aconitum_noveboracense
ACNO2,ACUNN,Aconitum uncinatum L. ssp. noveboracense (A. Gray ex Coville) Hardin,NA,Forb/herb,Aconitum,uncinatum,Aconitum_uncinatum
ACRE,NA,Aconitum reclinatum A. Gray,trailing white monkshood,Forb/herb,Aconitum,reclinatum,Aconitum_reclinatum
ACUN,NA,Aconitum uncinatum L.,southern blue monkshood,Forb/herb,Aconitum,uncinatum,Aconitum_uncinatum
ACUNM,ACUNM2,Aconitum uncinatum L. var. muticum DC.,NA,Forb/herb,Aconitum,uncinatum,Aconitum_uncinatum
ACUNM,NA,Aconitum uncinatum L. ssp. muticum (DC.) Hardin,southern blue monkshood,Forb/herb,Aconitum,uncinatum,Aconitum_uncinatum
ACUNU,NA,Aconitum uncinatum L. ssp. uncinatum,southern blue monkshood,Forb/herb,Aconitum,uncinatum,Aconitum_uncinatum
ACUNU,ACUNA,Aconitum uncinatum L. var. acutidens Fernald,NA,Forb/herb,Aconitum,uncinatum,Aconitum_uncinatum
ACVA,NA,Aconitum variegatum L.,Manchurian monkshood,Forb/herb,Aconitum,variegatum,Aconitum_variegatum
ACAM,ACCA10,Acorus calamus auct. non L.,NA,Forb/herb,Acorus,calamus,Acorus_calamus
ACAM,NA,Acorus americanus (Raf.) Raf.,sweetflag,Forb/herb,Acorus,americanus,Acorus_americanus
ACAM,ACCAA2,Acorus calamus L. var. americanus (Raf.) H.D. Wulff.,NA,Forb/herb,Acorus,calamus,Acorus_calamus
ACCA4,NA,Acorus calamus L.,calamus,Forb/herb,Acorus,calamus,Acorus_calamus
ACMI3,PEMI11,Perezia microcephala (DC.) A. Gray,NA,Forb/herb,Perezia,microcephala,Perezia_microcephala
ACMI3,NA,Acourtia microcephala DC.,sacapellote,Forb/herb,Acourtia,microcephala,Acourtia_microcephala
ACNA2,NA,Acourtia nana (A. Gray) Reveal & R.M. King,dwarf desertpeony,Forb/herb,Acourtia,nana,Acourtia_nana
ACNA2,PENA5,Perezia nana A. Gray,NA,Forb/herb,Perezia,nana,Perezia_nana
ACRU3,NA,Acourtia runcinata (Lag. ex D. Don) B.L. Turner,featherleaf desertpeony,Forb/herb,Acourtia,runcinata,Acourtia_runcinata
ACRU3,PERU7,Perezia runcinata (Lag. ex D. Don) Lag. ex A. Gray,NA,Forb/herb,Perezia,runcinata,Perezia_runcinata
ACTH,PETH6,Perezia thurberi A. Gray,NA,Forb/herb,Perezia,thurberi,Perezia_thurberi
ACTH,NA,Acourtia thurberi (A. Gray) Reveal & R.M. King,Thurber's desertpeony,Forb/herb,Acourtia,thurberi,Acourtia_thurberi
ACWR5,NA,Acourtia wrightii (A. Gray) Reveal & R.M. King,brownfoot,Forb/herb,Acourtia,wrightii,Acourtia_wrightii
ACWR5,PEWR4,Perezia wrightii A. Gray,NA,Forb/herb,Perezia,wrightii,Perezia_wrightii
ACLIL,NA,Acriopsis liliifolia  var. liliifolia,lilyleaf acriopsis,Forb/herb,Acriopsis,liliifolia,Acriopsis_liliifolia
ACRE3,NA,Acroptilon repens (L.) DC.,hardheads,Forb/herb,Acroptilon,repens,Acroptilon_repens
ACRE3,CEPI3,Centaurea picris Pall. ex Willd.,NA,Forb/herb,Centaurea,picris,Centaurea_picris
ACRE3,CERE6,Centaurea repens L.,NA,Forb/herb,Centaurea,repens,Centaurea_repens
ACAU3,NA,Acrostichum aureum L.,golden leatherfern,Forb/herb,Acrostichum,aureum,Acrostichum_aureum
ACDA,ACEX2,Acrostichum excelsum Maxon,NA,Forb/herb,Acrostichum,excelsum,Acrostichum_excelsum
ACDA,NA,Acrostichum danaeifolium Langsd. & Fisch.,inland leatherfern,Forb/herb,Acrostichum,danaeifolium,Acrostichum_danaeifolium
ACSP13,NA,Acrostichum speciosum Willd.,NA,Forb/herb,Acrostichum,speciosum,Acrostichum_speciosum
ACAR18,NA,Actaea arizonica (S. Watson) J. Compton,Arizona bugbane,Forb/herb,Actaea,arizonica,Actaea_arizonica
ACAR18,CIAR,Cimicifuga arizonica S. Watson,NA,Forb/herb,Cimicifuga,arizonica,Cimicifuga_arizonica
ACEL4,NA,Actaea elata (Nutt.) Prantl,tall bugbane,Forb/herb,Actaea,elata,Actaea_elata
ACEL4,CIEL,Cimicifuga elata Nutt.,NA,Forb/herb,Cimicifuga,elata,Cimicifuga_elata
ACLA12,NA,Actaea laciniata (S. Watson) J. Compton,Mt. Hood bugbane,Forb/herb,Actaea,laciniata,Actaea_laciniata
ACLA12,CILA,Cimicifuga laciniata S. Watson,NA,Forb/herb,Cimicifuga,laciniata,Cimicifuga_laciniata
ACLU,NA,Actaea ×ludovici B. Boivin [pachypoda × rubra],baneberry,Forb/herb,Actaea,×ludovici,Actaea_×ludovici
ACPA,NA,Actaea pachypoda Elliott,white baneberry,Forb/herb,Actaea,pachypoda,Actaea_pachypoda
ACPA,ACAL7,Actaea alba auct. non (L.) Mill.,NA,Forb/herb,Actaea,alba,Actaea_alba
ACPO11,ACCO25,Actaea cordifolia DC.,NA,Forb/herb,Actaea,cordifolia,Actaea_cordifolia
ACPO11,NA,Actaea podocarpa DC.,mountain bugbane,Forb/herb,Actaea,podocarpa,Actaea_podocarpa
ACPO11,CIAM,Cimicifuga americana Michx.,NA,Forb/herb,Cimicifuga,americana,Cimicifuga_americana
ACPO11,CICO9,Cimicifuga cordifolia (DC.) Torr. & A. Gray,NA,Forb/herb,Cimicifuga,cordifolia,Cimicifuga_cordifolia
ACPO11,CIRAC,Cimicifuga racemosa (L.) Nutt. var. cordifolia (DC.) A. Gray,NA,Forb/herb,Cimicifuga,racemosa,Cimicifuga_racemosa
ACRA7,NA,Actaea racemosa L.,black baneberry,Forb/herb,Actaea,racemosa,Actaea_racemosa
ACRAD,CIRAD,Cimicifuga racemosa (L.) Nutt. var. dissecta A. Gray,NA,Forb/herb,Cimicifuga,racemosa,Cimicifuga_racemosa
ACRAD,NA,Actaea racemosa L. var. dissecta (A. Gray) J. Compton,black baneberry,Forb/herb,Actaea,racemosa,Actaea_racemosa
ACRAR,NA,Actaea racemosa L. var. racemosa,black bugbane,Forb/herb,Actaea,racemosa,Actaea_racemosa
ACRAR,CIRA,Cimicifuga racemosa (L.) Nutt.,NA,Forb/herb,Cimicifuga,racemosa,Cimicifuga_racemosa
ACRU14,CICO4,Cimicifuga cordifolia auct. non (DC.) Torr. & A. Gray,NA,Forb/herb,Cimicifuga,cordifolia,Cimicifuga_cordifolia
ACRU14,CIRU,Cimicifuga rubifolia Kearney,NA,Forb/herb,Cimicifuga,rubifolia,Cimicifuga_rubifolia
ACRU14,NA,Actaea rubifolia (Kearney) Kartesz,Appalachian bugbane,Forb/herb,Actaea,rubifolia,Actaea_rubifolia
ACRU14,CIRAC3,Cimicifuga racemosa (L.) Nutt. var. cordifolia auct. non (DC.) A. Gray,NA,Forb/herb,Cimicifuga,racemosa,Cimicifuga_racemosa
ACRU14,ACCO26,Actaea cordifolia auct. non DC.,NA,Forb/herb,Actaea,cordifolia,Actaea_cordifolia
ACRU2,NA,Actaea rubra (Aiton) Willd.,red baneberry,Forb/herb,Actaea,rubra,Actaea_rubra
ACRUA8,ACAR7,Actaea arguta Nutt.,NA,Forb/herb,Actaea,arguta,Actaea_arguta
ACRUA8,ACARV,Actaea arguta Nutt. var. viridiflora (Greene) Tidestr.,NA,Forb/herb,Actaea,arguta,Actaea_arguta
ACRUA8,NA,Actaea rubra (Aiton) Willd. ssp. arguta (Nutt.) Hultén,red baneberry,Forb/herb,Actaea,rubra,Actaea_rubra
ACRUA8,ACRUA,Actaea rubra (Aiton) Willd. var. arguta (Nutt.) G. Lawson,NA,Forb/herb,Actaea,rubra,Actaea_rubra
ACRUA8,ACSPA,Actaea spicata L. var. arguta (Nutt.) Torr.,NA,Forb/herb,Actaea,spicata,Actaea_spicata
ACRUR2,ACSPR3,Actaea spicata L. ssp. rubra (Aiton) Hultén,NA,Forb/herb,Actaea,spicata,Actaea_spicata
ACRUR2,NA,Actaea rubra (Aiton) Willd. ssp. rubra,red baneberry,Forb/herb,Actaea,rubra,Actaea_rubra
ACRUR2,ACRUR3,Actaea rubra (Aiton) Willd. var. rubra,NA,Forb/herb,Actaea,rubra,Actaea_rubra
ACSP10,NA,Actaea spicata L.,Eurasian baneberry,Forb/herb,Actaea,spicata,Actaea_spicata
ACDI13,NA,Actinostachys digitata (L.) Wall.,NA,Forb/herb,Actinostachys,digitata,Actinostachys_digitata
ACDI13,SCDI9,Schizaea digitata (L.) Sw.,NA,Forb/herb,Schizaea,digitata,Schizaea_digitata
ACIN13,NA,Actinostachys inopinata (Selling) C.F. Reed,NA,Forb/herb,Actinostachys,inopinata,Actinostachys_inopinata
ACSP14,NA,Actinostachys spirophylla (W. Troll) C.F. Reed,NA,Forb/herb,Actinostachys,spirophylla,Actinostachys_spirophylla
ADBI,NA,Adenocaulon bicolor Hook.,American trailplant,Forb/herb,Adenocaulon,bicolor,Adenocaulon_bicolor
ADAB2,NA,Adenophorus ×abbottiae W.H. Wagner [hymenophylloides × tamariscinus],kihifern,Forb/herb,Adenophorus,×abbottiae,Adenophorus_×abbottiae
ADAB,NA,Adenophorus abietinus (D.C. Eaton) K.A. Wilson,elegant kihifern,Forb/herb,Adenophorus,abietinus,Adenophorus_abietinus
ADCA5,NA,Adenophorus ×carsonii T.A. Ranker [hymenophylloides × tripinnatifidus],kihifern,Forb/herb,Adenophorus,×carsonii,Adenophorus_×carsonii
ADEP,NA,Adenophorus epigaeus (Bishop) W.H. Wagner,Kauai kihifern,Forb/herb,Adenophorus,epigaeus,Adenophorus_epigaeus
ADEP,ADTAE,Adenophorus tamariscinus (Kaulf.) Hook. & Grev. var. epigaeus Bishop,NA,Forb/herb,Adenophorus,tamariscinus,Adenophorus_tamariscinus
ADHA,POHA14,Polypodium haalilioanum Brack.,NA,Forb/herb,Polypodium,haalilioanum,Polypodium_haalilioanum
ADHA,NA,Adenophorus haalilioanus (Brack.) K.A. Wilson,island kihifern,Forb/herb,Adenophorus,haalilioanus,Adenophorus_haalilioanus
ADHY,NA,Adenophorus hymenophylloides (Kaulf.) Hook. & Grev.,filmy kihifern,Forb/herb,Adenophorus,hymenophylloides,Adenophorus_hymenophylloides
ADHY,POHY5,Polypodium hymenophylloides Kaulf.,NA,Forb/herb,Polypodium,hymenophylloides,Polypodium_hymenophylloides
ADHY,AMHY3,Amphoradenium hymenophylloides (Kaulf.) Copeland,NA,Forb/herb,Amphoradenium,hymenophylloides,Amphoradenium_hymenophylloides
ADMO3,NA,Adenophorus montanus (Hillebr.) W.H. Wagner,Maui kihifern,Forb/herb,Adenophorus,montanus,Adenophorus_montanus
ADMO3,ADTAM,Adenophorus tamariscinus (Kaulf.) Hook. & Grev. var. montanus (Hillebr.) Bishop,NA,Forb/herb,Adenophorus,tamariscinus,Adenophorus_tamariscinus
ADOA,GROA,Grammitis oahuensis Copeland,NA,Forb/herb,Grammitis,oahuensis,Grammitis_oahuensis
ADOA,NA,Adenophorus oahuensis (Copeland) Bishop,Oahu kihifern,Forb/herb,Adenophorus,oahuensis,Adenophorus_oahuensis
ADPE2,NA,Adenophorus periens Bishop,pendant kihifern,Forb/herb,Adenophorus,periens,Adenophorus_periens
ADPI,NA,Adenophorus pinnatifidus Gaudich.,graceful kihifern,Forb/herb,Adenophorus,pinnatifidus,Adenophorus_pinnatifidus
ADPI,POSA24,Polypodium sarmentosum Brack.,NA,Forb/herb,Polypodium,sarmentosum,Polypodium_sarmentosum
ADTA,POTA4,Polypodium tamariscinum Kaulf.,NA,Forb/herb,Polypodium,tamariscinum,Polypodium_tamariscinum
ADTA,NA,Adenophorus tamariscinus (Kaulf.) Hook. & Grev.,wahini noho mauna,Forb/herb,Adenophorus,tamariscinus,Adenophorus_tamariscinus
ADTA,AMTA4,Amphoradenium tamariscinum (Kaulf.) Copeland,NA,Forb/herb,Amphoradenium,tamariscinum,Amphoradenium_tamariscinum
ADTR2,NA,Adenophorus tripinnatifidus Gaudich.,royal kihifern,Forb/herb,Adenophorus,tripinnatifidus,Adenophorus_tripinnatifidus
ADWR,DYNE,Dyssodia neomexicana (A. Gray) B.L. Rob.,NA,Forb/herb,Dyssodia,neomexicana,Dyssodia_neomexicana
ADWR,NA,Adenophyllum wrightii A. Gray,Wright's dogweed,Forb/herb,Adenophyllum,wrightii,Adenophyllum_wrightii
ADWR,HYNE2,Hymenatherum neomexicanum A. Gray,NA,Forb/herb,Hymenatherum,neomexicanum,Hymenatherum_neomexicanum
ADJA,NA,Adenosma javanica (Blume) Koord.,Java adenosma,Forb/herb,Adenosma,javanica,Adenosma_javanica
ADJA,ADJA2,"Adenosma javanicum (Blume) Koord., orth. var.",NA,Forb/herb,Adenosma,javanicum,Adenosma_javanicum
ADLA4,NA,Adenostemma lanceolatum Miq.,NA,Forb/herb,Adenostemma,lanceolatum,Adenostemma_lanceolatum
ADLA2,NA,Adenostemma lavenia (L.) Kuntze,common medicineplant,Forb/herb,Adenostemma,lavenia,Adenostemma_lavenia
ADLA2,VELA4,Verbesina lavenia L.,NA,Forb/herb,Verbesina,lavenia,Verbesina_lavenia
ADLA2,ADVI2,Adenostemma viscosum J.R. Forst. & G. Forst.,NA,Forb/herb,Adenostemma,viscosum,Adenostemma_viscosum
ADVE2,NA,Adenostemma verbesina (L.) Sch. Bip.,tropical medicineplant,Forb/herb,Adenostemma,verbesina,Adenostemma_verbesina
ADVE2,COVE7,Cotula verbesina L.,NA,Forb/herb,Cotula,verbesina,Cotula_verbesina
ADAL,NA,Adiantum aleuticum (Rupr.) Paris,Aleutian maidenhair,Forb/herb,Adiantum,aleuticum,Adiantum_aleuticum
ADAL,ADPEA2,Adiantum pedatum L. ssp. aleuticum (Rupr.) Calder & Roy L. Taylor,NA,Forb/herb,Adiantum,pedatum,Adiantum_pedatum
ADAL,ADPEA,Adiantum pedatum L. var. aleuticum Rupr.,NA,Forb/herb,Adiantum,pedatum,Adiantum_pedatum
ADAL,ADPEC,Adiantum pedatum L. ssp. calderi Cody,NA,Forb/herb,Adiantum,pedatum,Adiantum_pedatum
ADAL,ADPES,Adiantum pedatum L. ssp. subpumilum (W.H. Wagner) Lellinger,NA,Forb/herb,Adiantum,pedatum,Adiantum_pedatum
ADAL,ADPES2,Adiantum pedatum L. var. subpumilum W.H. Wagner,NA,Forb/herb,Adiantum,pedatum,Adiantum_pedatum
ADAN2,NA,Adiantum anceps Maxon & Morton,double edge maidenhair,Forb/herb,Adiantum,anceps,Adiantum_anceps
ADCA,ADCAM,Adiantum capillus-veneris L. var. modestum (Underw.) Fernald,NA,Forb/herb,Adiantum,capillus-veneris,Adiantum_capillus-veneris
ADCA,ADMO2,Adiantum modestum Underw.,NA,Forb/herb,Adiantum,modestum,Adiantum_modestum
ADCA,ADCAP,Adiantum capillus-veneris L. var. protrusum Fernald,NA,Forb/herb,Adiantum,capillus-veneris,Adiantum_capillus-veneris
